jerked,dʒ ɝ k t,12
joel,dʒ oʊ ə l,12
joints,dʒ ɔɪ n t s,12
ken,k ɛ n,12
kicking,k ɪ k ɪ ŋ,12
korea,k ɔ ɹ i ə,12
landlord,l æ n d l ɔ ɹ d,12
lasted,l æ s t ə d,12
lately,l eɪ t l i,12
layer,l eɪ ɝ,12
laying,l eɪ ɪ ŋ,12
leaf,l i f,12
lens,l ɛ n z,12
lighter,l aɪ t ɝ,12
limp,l ɪ m p,12
liquidation,l ɪ k w ɪ d eɪ ʃ ə n,12
logically,l ɑ dʒ ɪ k l i,12
loosely,l u s l i,12
louder,l aʊ d ɝ,12
lousy,l aʊ z i,12
luminous,l u m ə n ə s,12
lyric,l ɪ ɹ ɪ k,12
magical,m æ dʒ ɪ k ə l,12
maids,m eɪ d z,12
maker,m eɪ k ɝ,12
manned,m æ n d,12
maria,m ɝ i ə,12
max,m æ k s,12
meantime,m i n t aɪ m,12
meats,m i t s,12
meltzer,m ɛ l t s ɝ,12
mercenaries,m ɝ s ə n ɛ ɹ i z,12
metaphysics,m ɛ t ə f ɪ z ɪ k s,12
mexicans,m ɛ k s ɪ k ə n z,12
microorganisms,m aɪ k ɹ oʊ ɔ ɹ ɡ ə n ɪ z ə m z,12
mineral,m ɪ n ɝ ə l,12
mining,m aɪ n ɪ ŋ,12
ministers,m ɪ n ə s t ɝ z,12
molded,m oʊ l d ə d,12
monroe,m ə n ɹ oʊ,12
monsieur,m ə s j ɝ,12
murders,m ɝ d ɝ z,12
nazis,n ɑ t s i z,12
nearing,n ɪ ɹ ɪ ŋ,12
neglect,n ə ɡ l ɛ k t,12
nerve,n ɝ v,12
nigger,n ɪ ɡ ɝ,12
ninety,n aɪ n t i,12
nitrogen,n aɪ t ɹ ə dʒ ə n,12
nod,n ɑ d,12
nomination,n ɑ m ə n eɪ ʃ ə n,12
nowadays,n aʊ ə d eɪ z,12
ominous,ɑ m ə n ə s,12
organ,ɔ ɹ ɡ ə n,12
outline,aʊ t l aɪ n,12
overall,oʊ v ɝ ɔ l,12
palazzo,p ə l ɑ z oʊ,12
paradise,p ɛ ɹ ə d aɪ s,12
paragraph,p æ ɹ ə ɡ ɹ æ f,12
parochial,p ɝ oʊ k i ə l,12
passionate,p æ ʃ ə n ə t,12
passions,p æ ʃ ə n z,12
patrolman,p ə t ɹ oʊ l m æ n,12
pearson,p ɪ ɹ s ə n,12
peasants,p ɛ z ə n t s,12
perceived,p ɝ s i v d,12
persians,p ɝ ʒ ə n z,12
phony,f oʊ n i,12
pirates,p aɪ ɹ ə t s,12
pleading,p l i d ɪ ŋ,12
plow,p l aʊ,12
poised,p ɔɪ z d,12
poles,p oʊ l z,12
pops,p ɑ p s,12
populated,p ɑ p j ə l eɪ t ə d,12
porous,p ɔ ɹ ə s,12
pray,p ɹ eɪ,12
prayed,p ɹ eɪ d,12
premium,p ɹ i m i ə m,12
presumed,p ɹ ə z u m d,12
pretending,p ɹ i t ɛ n d ɪ ŋ,12
privacy,p ɹ aɪ v ə s i,12
proceeding,p ɹ ə s i d ɪ ŋ,12
processed,p ɹ ɑ s ɛ s t,12
promoted,p ɹ ə m oʊ t ə d,12
provinces,p ɹ ɑ v ə n s ə z,12
ptolemaic,t ɑ l ə m eɪ ɪ k,12
purity,p j ʊ ɹ ə t i,12
quaint,k w eɪ n t,12
raced,ɹ eɪ s t,12
railway,ɹ eɪ l w eɪ,12
reacted,ɹ i æ k t ə d,12
realizing,ɹ i l aɪ z ɪ ŋ,12
recalls,ɹ i k ɔ l z,12
requested,ɹ ɪ k w ɛ s t ɪ d,12
resort,ɹ ɪ z ɔ ɹ t,12
restaurants,ɹ ɛ s t ɝ ɑ n t s,12
resultant,ɹ i z ʌ l t ə n t,12
retention,ɹ i t ɛ n ʃ ə n,12
rhythms,ɹ ɪ ð ə m z,12
ribbon,ɹ ɪ b ə n,12
richardson,ɹ ɪ tʃ ɝ d s ə n,12
richmond,ɹ ɪ tʃ m ə n d,12
riders,ɹ aɪ d ɝ z,12
rival,ɹ aɪ v ə l,12
rockefeller,ɹ ɑ k ə f ɛ l ɝ,12
russell,ɹ ʌ s ə l,12
sadly,s æ d l i,12
sail,s eɪ l,12
salesman,s eɪ l z m ə n,12
saloon,s ə l u n,12
sansom,s æ n s ə m,12
scratching,s k ɹ æ tʃ ɪ ŋ,12
selkirk,s ɛ l k ɝ k,12
sermon,s ɝ m ə n,12
settlers,s ɛ t l ɝ z,12
shelf,ʃ ɛ l f,12
shelley,ʃ ɛ l i,12
silk,s ɪ l k,12
sixteenth,s ɪ k s t i n θ,12
sizes,s aɪ z ə z,12
skies,s k aɪ z,12
smoothly,s m u ð l i,12
snap,s n æ p,12
sodium,s oʊ d i ə m,12
solemn,s ɑ l ə m,12
someday,s ʌ m d eɪ,12
sorts,s ɔ ɹ t s,12
soviets,s oʊ v i ɛ t s,12
spark,s p ɑ ɹ k,12
staggered,s t æ ɡ ɝ d,12
statesman,s t eɪ t s m ə n,12
stereo,s t ɛ ɹ i oʊ,12
stereotype,s t ɛ ɹ i ə t aɪ p,12
stones,s t oʊ n z,12
stray,s t ɹ eɪ,12
strengthening,s t ɹ ɛ ŋ θ ə n ɪ ŋ,12
strokes,s t ɹ oʊ k s,12
stubborn,s t ʌ b ɝ n,12
successive,s ə k s ɛ s ɪ v,12
summit,s ʌ m ə t,12
supposedly,s ə p oʊ z ə d l i,12
surveys,s ɝ v eɪ z,12
suspension,s ə s p ɛ n ʃ ə n,12
swallowed,s w ɑ l oʊ d,12
switzerland,s w ɪ t s ɝ l ə n d,12
swollen,s w oʊ l ə n,12
synthetic,s ɪ n θ ɛ t ɪ k,12
tank,t æ ŋ k,12
tar,t ɑ ɹ,12
technicians,t ɛ k n ɪ ʃ ə n z,12
temper,t ɛ m p ɝ,12
temptation,t ɛ m t eɪ ʃ ə n,12
tenure,t ɛ n j ɝ,12
terminal,t ɝ m ə n ə l,12
terminate,t ɝ m ə n eɪ t,12
theatrical,θ i æ t ɹ ɪ k ə l,12
therapy,θ ɛ ɹ ə p i,12
thy,ð aɪ,12
tilted,t ɪ l t ə d,12
tin,t ɪ n,12
tires,t aɪ ɝ z,12
titled,t aɪ t ə l d,12
tourists,t ʊ ɹ ə s t s,12
traced,t ɹ eɪ s t,12
tracks,t ɹ æ k s,12
trailers,t ɹ eɪ l ɝ z,12
tribes,t ɹ aɪ b z,12
trigger,t ɹ ɪ ɡ ɝ,12
trot,t ɹ ɑ t,12
trujillo,t ɹ u h i oʊ,12
turkish,t ɝ k ɪ ʃ,12
turmoil,t ɝ m ɔɪ l,12
twins,t w ɪ n z,12
unadjusted,ʌ n ə dʒ ʌ s t ɪ d,12
undergoing,ʌ n d ɝ ɡ oʊ ɪ ŋ,12
unlocked,ə n l ɑ k t,12
unstructured,ə n s t ɹ ʌ k ʃ ɝ d,12
unwed,ə n w ɛ d,12
urgency,ɝ dʒ ə n s i,12
vapor,v eɪ p ɝ,12
vessels,v ɛ s ə l z,12
villages,v ɪ l ə dʒ ə z,12
violently,v aɪ ə l ə n t l i,12
watercolor,w ɔ t ɝ k ʌ l ɝ,12
wayne,w eɪ n,12
wealthy,w ɛ l θ i,12
welcomed,w ɛ l k ə m d,12
whipped,w ɪ p t,12
whisper,w ɪ s p ɝ,12
winchester,w ɪ n tʃ ɛ s t ɝ,12
wrinkled,ɹ ɪ ŋ k ə l d,12
yang,j æ ŋ,12
yearly,j ɪ ɹ l i,12
yielded,j i l d ə d,12
youthful,j u θ f ə l,12
accumulation,ə k j u m j ə l eɪ ʃ ə n,11
acquiring,ə k w aɪ ɹ ɪ ŋ,11
acreage,eɪ k ɝ ɪ dʒ,11
acrylic,ə k ɹ ɪ l ɪ k,11
adjusting,ə dʒ ʌ s t ɪ ŋ,11
adopting,ə d ɑ p t ɪ ŋ,11
adoption,ə d ɑ p ʃ ə n,11
adverse,æ d v ɝ s,11
afforded,ə f ɔ ɹ d ə d,11
agreeable,ə ɡ ɹ i ə b ə l,11
agrees,ə ɡ ɹ i z,11
aided,eɪ d ə d,11
airplane,ɛ ɹ p l eɪ n,11
albany,ɔ l b ə n i,11
alternate,ɔ l t ɝ n ə t,11
amazed,ə m eɪ z d,11
ambiguity,æ m b ɪ ɡ j u ə t i,11
angles,æ ŋ ɡ ə l z,11
anglican,æ ŋ ɡ l ə k ə n,11
anticipate,æ n t ɪ s ə p eɪ t,11
appetite,æ p ə t aɪ t,11
appreciated,ə p ɹ i ʃ i eɪ t ɪ d,11
apprehension,æ p ɹ ɪ h ɛ n ʃ ə n,11
appropriated,ə p ɹ oʊ p ɹ i eɪ t ɪ d,11
approximate,ə p ɹ ɑ k s ə m ə t,11
archaeology,ɑ ɹ k i ɑ l ə dʒ i,11
arched,ɑ ɹ tʃ t,11
architecture,ɑ ɹ k ə t ɛ k tʃ ɝ,11
arising,ɝ aɪ z ɪ ŋ,11
array,ɝ eɪ,11
artillery,ɑ ɹ t ɪ l ɝ i,11
ash,æ ʃ,11
assemblies,ə s ɛ m b l i z,11
assistants,ə s ɪ s t ə n t s,11
australia,ɔ s t ɹ eɪ l j ə,11
autonomic,ɔ t ə n ɑ m ɪ k,11
avoiding,ə v ɔɪ d ɪ ŋ,11
awkward,ɑ k w ɝ d,11
bands,b æ n d z,11
barbed,b ɑ ɹ b d,11
barnett,b ɑ ɹ n ɛ t,11
baroque,b ɝ oʊ k,11
bee,b i,11
beg,b ɛ ɡ,11
beneficial,b ɛ n ə f ɪ ʃ ə l,11
blankets,b l æ ŋ k ə t s,11
blond,b l ɑ n d,11
boredom,b ɔ ɹ d ə m,11
boulevard,b ʊ l ə v ɑ ɹ d,11
breast,b ɹ ɛ s t,11
bronze,b ɹ ɑ n z,11
burial,b ɛ ɹ i ə l,11
buys,b aɪ z,11
calcium,k æ l s i ə m,11
calendars,k æ l ə n d ɝ z,11
calf,k æ f,11
calmly,k ɑ m l i,11
carriage,k æ ɹ ɪ dʒ,11
carriers,k æ ɹ i ɝ z,11
catastrophe,k ə t æ s t ɹ ə f i,11
cement,s ə m ɛ n t,11
census,s ɛ n s ə s,11
chambers,tʃ eɪ m b ɝ z,11
cheaper,tʃ i p ɝ,11
childish,tʃ aɪ l d ɪ ʃ,11
choosing,tʃ u z ɪ ŋ,11
chronic,k ɹ ɑ n ɪ k,11
civilized,s ɪ v ə l aɪ z d,11
claude,k l ɔ d,11
cliff,k l ɪ f,11
climbing,k l aɪ m ɪ ŋ,11
coexistence,k oʊ ɪ ɡ z ɪ s t ə n s,11
cohesive,k oʊ h i s ɪ v,11
coincidence,k oʊ ɪ n s ɪ d ə n s,11
commanding,k ə m æ n d ɪ ŋ,11
commercially,k ə m ɝ ʃ ə l i,11
commissions,k ə m ɪ ʃ ə n z,11
communion,k ə m j u n j ə n,11
compartment,k ə m p ɑ ɹ t m ə n t,11
compilation,k ɑ m p ə l eɪ ʃ ə n,11
complain,k ə m p l eɪ n,11
compound,k ɑ m p aʊ n d,11
comprise,k ə m p ɹ aɪ z,11
computing,k ə m p j u t ɪ ŋ,11
conceded,k ə n s i d ɪ d,11
conceivable,k ə n s i v ə b ə l,11
concentrate,k ɑ n s ə n t ɹ eɪ t,11
concerto,k ə n tʃ ɛ ɹ t oʊ,11
conclusive,k ə n k l u s ɪ v,11
confess,k ə n f ɛ s,11
congruence,k ɔ n ɡ ɹ u ə n s,11
constituted,k ɑ n s t ə t u t ə d,11
constitutes,k ɑ n s t ə t u t s,11
consult,k ə n s ʌ l t,11
contrasting,k ə n t ɹ æ s t ɪ ŋ,11
contrasts,k ɑ n t ɹ æ s t s,11
convincing,k ə n v ɪ n s ɪ ŋ,11
cooperate,k oʊ ɑ p ɝ eɪ t,11
counterparts,k aʊ n t ɝ p ɑ ɹ t s,11
crawl,k ɹ ɔ l,11
crept,k ɹ ɛ p t,11
criteria,k ɹ aɪ t ɪ ɹ i ə,11
criterion,k ɹ aɪ t ɪ ɹ i ə n,11
criticisms,k ɹ ɪ t ɪ s ɪ z ə m z,11
crombie,k ɹ ɑ m b i,11
cubism,k j u b ɪ z ə m,11
cult,k ʌ l t,11
curiously,k j ʊ ɹ i ə s l i,11
curse,k ɝ s,11
cursed,k ɝ s t,11
cylindrical,s ə l ɪ n d ɹ ɪ k ə l,11
dash,d æ ʃ,11
declares,d ɪ k l ɛ ɹ z,11
deductions,d ɪ d ʌ k ʃ ə n z,11
deficiency,d ɪ f ɪ ʃ ə n s i,11
del,d ɛ l,11
delegation,d ɛ l ə ɡ eɪ ʃ ə n,11
depressed,d ɪ p ɹ ɛ s t,11
descent,d ɪ s ɛ n t,11
develops,d ɪ v ɛ l ə p s,11
dillon,d ɪ l ə n,11
dimensional,d ɪ m ɛ n ʃ ə n ə l,11
disagreement,d ɪ s ə ɡ ɹ i m ə n t,11
disappear,d ɪ s ə p ɪ ɹ,11
disarmament,d ɪ s ɑ ɹ m ə m ə n t,11
disciplined,d ɪ s ə p l ə n d,11
discrepancy,d ɪ s k ɹ ɛ p ə n s i,11
disguised,d ɪ s ɡ aɪ z d,11
disliked,d ɪ s l aɪ k t,11
distorted,d ɪ s t ɔ ɹ t ə d,11
dodge,d ɑ dʒ,11
dominance,d ɑ m ə n ə n s,11
dose,d oʊ s,11
dots,d ɑ t s,11
doubled,d ʌ b ə l d,11
dozens,d ʌ z ə n z,11
drastic,d ɹ æ s t ɪ k,11
dreaming,d ɹ i m ɪ ŋ,11
drifting,d ɹ ɪ f t ɪ ŋ,11
drum,d ɹ ʌ m,11
duke,d u k,11
duration,d ʊ ɹ eɪ ʃ ə n,11
dylan,d ɪ l ə n,11
easter,i s t ɝ,11
eccentric,ɪ k s ɛ n t ɹ ɪ k,11
economically,ɛ k ə n ɑ m ɪ k l i,11
edwin,ɛ d w ə n,11
eighty,eɪ t i,11
electrons,ɪ l ɛ k t ɹ ɑ n z,11
elemental,ɛ l ə m ɛ n t ə l,11
elevated,ɛ l ə v eɪ t ɪ d,11
eloquent,ɛ l ə k w ə n t,11
embarrassing,ɪ m b ɛ ɹ ə s ɪ ŋ,11
enclosed,ɛ n k l oʊ z d,11
endured,ɛ n d j ʊ ɹ d,11
energetic,ɛ n ɝ dʒ ɛ t ɪ k,11
energies,ɛ n ɝ dʒ i z,11
enlisted,ɛ n l ɪ s t ɪ d,11
ensemble,ɑ n s ɑ m b ə l,11
entertained,ɛ n t ɝ t eɪ n d,11
entities,ɛ n t ɪ t i z,11
enzymes,ɛ n z aɪ m z,11
epidemic,ɛ p ə d ɛ m ɪ k,11
equitable,ɛ k w ə t ə b ə l,11
evaluated,ɪ v æ l j u eɪ t ə d,11
eventual,ə v ɛ n tʃ u ə l,11
exert,ɪ ɡ z ɝ t,11
expectation,ɛ k s p ɛ k t eɪ ʃ ə n,11
expenditure,ɪ k s p ɛ n d ə tʃ ɝ,11
explored,ɪ k s p l ɔ ɹ d,11
exports,ɛ k s p ɔ ɹ t s,11
facility,f ə s ɪ l ɪ t i,11
fatigue,f ə t i ɡ,11
ferry,f ɛ ɹ i,11
finite,f aɪ n aɪ t,11
fixing,f ɪ k s ɪ ŋ,11
flush,f l ʌ ʃ,11
foregoing,f ɔ ɹ ɡ oʊ ɪ ŋ,11
formulated,f ɔ ɹ m j ə l eɪ t ə d,11
formulations,f ɔ ɹ m j u l eɪ ʃ ə n z,11
forthcoming,f ɔ ɹ θ k ʌ m ɪ ŋ,11
framework,f ɹ eɪ m w ɝ k,11
frantic,f ɹ æ n t ɪ k,11
freeman,f ɹ i m ə n,11
frighten,f ɹ aɪ t ə n,11
frustration,f ɹ ə s t ɹ eɪ ʃ ə n,11
fulfilled,f ʊ l f ɪ l d,11
furnace,f ɝ n ə s,11
generated,dʒ ɛ n ɝ eɪ t ə d,11
ghetto,ɡ ɛ t oʊ,11
ghost,ɡ oʊ s t,11
gifts,ɡ ɪ f t s,11
glaze,ɡ l eɪ z,11
goddamn,ɡ ɑ d d æ m,11
graduation,ɡ ɹ æ dʒ u eɪ ʃ ə n,11
grasped,ɡ ɹ æ s p t,11
greatness,ɡ ɹ eɪ t n ə s,11
grimly,ɡ ɹ ɪ m l i,11
gymnastics,dʒ ɪ m n æ s t ɪ k s,11
hampshire,h æ m p ʃ ɝ,11
happier,h æ p i ɝ,11
hardest,h ɑ ɹ d ə s t,11
hardware,h ɑ ɹ d w ɛ ɹ,11
haven,h eɪ v ə n,11
herald,h ɛ ɹ ə l d,11
hideous,h ɪ d i ə s,11
hillsboro,h ɪ l z b ɝ oʊ,11
hiroshima,h ɪ ɹ oʊ ʃ i m ə,11
histories,h ɪ s t ɝ i z,11
hogan,h oʊ ɡ ɑ n,11
honeymoon,h ʌ n i m u n,11
hong,h ɔ ŋ,11
hub,h ʌ b,11
improves,ɪ m p ɹ u v z,11
incapable,ɪ n k eɪ p ə b ə l,11
incidents,ɪ n s ə d ə n t s,11
indifferent,ɪ n d ɪ f ɹ ə n t,11
infancy,ɪ n f ə n s i,11
infant,ɪ n f ə n t,11
injuries,ɪ n dʒ ɝ i z,11
inorganic,ɪ n ɔ ɹ ɡ æ n ɪ k,11
instrumental,ɪ n s t ɹ ə m ɛ n t ə l,11
integrated,ɪ n t ə ɡ ɹ eɪ t ə d,11
intelligible,ɪ n t ɛ l ə dʒ ə b ə l,11
interim,ɪ n t ɝ ə m,11
interpret,ɪ n t ɝ p ɹ ə t,11
introduce,ɪ n t ɹ ə d u s,11
invested,ɪ n v ɛ s t ə d,11
investigate,ɪ n v ɛ s t ə ɡ eɪ t,11
invite,ɪ n v aɪ t,11
jimmy,dʒ ɪ m i,11
juice,dʒ u s,11
keen,k i n,11
kehl,k ɛ l,11
kong,k ɔ ŋ,11
korean,k ɔ ɹ i ə n,11
kremlin,k ɹ ɛ m l ə n,11
leisure,l ɛ ʒ ɝ,11
lengthy,l ɛ ŋ θ i,11
liking,l aɪ k ɪ ŋ,11
limiting,l ɪ m ə t ɪ ŋ,11
linguists,l ɪ ŋ ɡ w ɪ s t s,11
loading,l oʊ d ɪ ŋ,11
locally,l oʊ k ə l i,11
locating,l oʊ k eɪ t ɪ ŋ,11
log,l ɔ ɡ,11
magnum,m æ ɡ n ə m,11
mahayana,m ɑ h ə j ɑ n ə,11
mainland,m eɪ n l æ n d,11
manufactured,m æ n j ə f æ k tʃ ɝ d,11
marines,m ɝ i n z,11
marking,m ɑ ɹ k ɪ ŋ,11
marvelous,m ɑ ɹ v ə l ə s,11
maxwell,m æ k s w ɛ l,11
mcbride,m ə k b ɹ aɪ d,11
mckinley,m ə k ɪ n l i,11
memorable,m ɛ m ɝ ə b ə l,11
meters,m i t ɝ z,11
michael,m aɪ k ə l,11
midwest,m ɪ d w ɛ s t,11
militia,m ə l ɪ ʃ ə,11
mill,m ɪ l,11
misunderstanding,m ɪ s ə n d ɝ s t æ n d ɪ ŋ,11
moist,m ɔɪ s t,11
moritz,m ɔ ɹ ɪ t s,11
mortar,m ɔ ɹ t ɝ,11
motivation,m oʊ t ə v eɪ ʃ ə n,11
mound,m aʊ n d,11
mounting,m aʊ n t ɪ ŋ,11
muffled,m ʌ f ə l d,11
nailed,n eɪ l d,11
narrator,n ɛ ɹ eɪ t ɝ,11
natives,n eɪ t ɪ v z,11
necessitated,n ə s ɛ s ə t eɪ t ə d,11
needless,n i d l ə s,11
nominal,n ɑ m ə n ə l,11
noticeable,n oʊ t ə s ə b ə l,11
nucleus,n u k l i ə s,11
obtainable,ə b t eɪ n ə b ə l,11
occupational,ɑ k j ə p eɪ ʃ ə n ə l,11
odyssey,ɑ d ə s i,11
oregon,ɔ ɹ ə ɡ ə n,11
oriented,ɔ ɹ i ɛ n t ə d,11
orioles,ɔ ɹ i oʊ l z,11
outcomes,aʊ t k ʌ m z,11
overt,oʊ v ɝ t,11
paced,p eɪ s t,11
paradoxically,p ɛ ɹ ə d ɑ k s ə k l i,11
parish,p æ ɹ ɪ ʃ,11
partial,p ɑ ɹ ʃ ə l,11
paso,p æ s oʊ,11
passive,p æ s ɪ v,11
pavement,p eɪ v m ə n t,11
perfection,p ɝ f ɛ k ʃ ə n,11
phillips,f ɪ l ɪ p s,11
philosophic,f ɪ l ə s ɑ f ɪ k,11
photographic,f oʊ t ə ɡ ɹ æ f ɪ k,11
pituitary,p ə t u ə t ɛ ɹ i,11
planted,p l æ n t ə d,11
plea,p l i,11
plowing,p l aʊ ɪ ŋ,11
plymouth,p l ɪ m ə θ,11
pohl,p oʊ l,11
politically,p ə l ɪ t ɪ k ə l i,11
pollen,p ɑ l ə n,11
poorly,p ʊ ɹ l i,11
portions,p ɔ ɹ ʃ ə n z,11
pose,p oʊ z,11
posse,p ɑ s i,11
possessions,p ə z ɛ ʃ ə n z,11
posted,p oʊ s t ɪ d,11
postwar,p oʊ s t w ɔ ɹ,11
poultry,p oʊ l t ɹ i,11
preacher,p ɹ i tʃ ɝ,11
prejudice,p ɹ ɛ dʒ ə d ɪ s,11
preoccupied,p ɹ i ɑ k j ə p aɪ d,11
presbyterian,p ɹ ɛ s b ɪ t ɪ ɹ i ə n,11
preserves,p ɹ ə z ɝ v z,11
presidency,p ɹ ɛ z ə d ə n s i,11
prompt,p ɹ ɑ m p t,11
proprietor,p ɹ ə p ɹ aɪ ə t ɝ,11
protestantism,p ɹ ɑ t ə s t ə n t ɪ z ə m,11
protests,p ɹ oʊ t ɛ s t s,11
proven,p ɹ u v ə n,11
psychologists,s aɪ k ɑ l ə dʒ ə s t s,11
publishers,p ʌ b l ɪ ʃ ɝ z,11
pulley,p ʊ l i,11
pump,p ʌ m p,11
quantities,k w ɑ n t ə t i z,11
quint,k w ɪ n t,11
quo,k w oʊ,11
rabbit,ɹ æ b ə t,11
rake,ɹ eɪ k,11
reconstruction,ɹ i k ə n s t ɹ ʌ k ʃ ə n,11
recordings,ɹ ɪ k ɔ ɹ d ɪ ŋ z,11
recover,ɹ ɪ k ʌ v ɝ,11
reef,ɹ i f,11
regretted,ɹ ɪ ɡ ɹ ɛ t ɪ d,11
rejection,ɹ ɪ dʒ ɛ k ʃ ə n,11
rejects,ɹ ɪ dʒ ɛ k t s,11
render,ɹ ɛ n d ɝ,11
rendering,ɹ ɛ n d ɝ ɪ ŋ,11
repaired,ɹ ɪ p ɛ ɹ d,11
respected,ɹ ɪ s p ɛ k t ɪ d,11
restoration,ɹ ɛ s t ɝ eɪ ʃ ə n,11
restraint,ɹ ɪ s t ɹ eɪ n t,11
restrict,ɹ i s t ɹ ɪ k t,11
retain,ɹ ɪ t eɪ n,11
reunion,ɹ i u n j ə n,11
rev,ɹ ɛ v,11
revealing,ɹ ɪ v i l ɪ ŋ,11
rhythmic,ɹ ɪ ð m ɪ k,11
ribs,ɹ ɪ b z,11
rolls,ɹ oʊ l z,11
ross,ɹ ɑ s,11
rotating,ɹ oʊ t eɪ t ɪ ŋ,11
rotation,ɹ oʊ t eɪ ʃ ə n,11
rubbing,ɹ ʌ b ɪ ŋ,11
sanction,s æ ŋ k ʃ ə n,11
sanitation,s æ n ə t eɪ ʃ ə n,11
satisfactorily,s æ t ɪ s f æ k t ɹ ə l i,11
schoolhouse,s k u l h aʊ s,11
script,s k ɹ ɪ p t,11
scriptures,s k ɹ ɪ p tʃ ɝ z,11
sculpture,s k ʌ l p tʃ ɝ,11
secured,s ɪ k j ʊ ɹ d,11
settling,s ɛ t ə l ɪ ŋ,11
seventeenth,s ɛ v ə n t i n θ,11
sexes,s ɛ k s ə z,11
shaft,ʃ æ f t,11
shaken,ʃ eɪ k ə n,11
shed,ʃ ɛ d,11
shifting,ʃ ɪ f t ɪ ŋ,11
shivering,ʃ ɪ v ɝ ɪ ŋ,11
showmanship,ʃ oʊ m ə n ʃ ɪ p,11
sigh,s aɪ,11
sleeve,s l i v,11
sliding,s l aɪ d ɪ ŋ,11
smiles,s m aɪ l z,11
snatched,s n æ tʃ t,11
sociological,s oʊ s i ə l ɑ dʒ ɪ k ə l,11
sometime,s ʌ m t aɪ m,11
spaces,s p eɪ s ə z,11
specify,s p ɛ s ə f aɪ,11
spelman,s p ɛ l m ə n,11
spinning,s p ɪ n ɪ ŋ,11
spit,s p ɪ t,11
sprawled,s p ɹ ɔ l d,11
squarely,s k w ɛ ɹ l i,11
squeeze,s k w i z,11
strained,s t ɹ eɪ n d,11
streams,s t ɹ i m z,11
strenuous,s t ɹ ɛ n j u ə s,11
strict,s t ɹ ɪ k t,11
subdivision,s ʌ b d ɪ v ɪ ʒ ə n,11
subsequently,s ʌ b s ə k w ə n t l i,11
surgeon,s ɝ dʒ ə n,11
swelling,s w ɛ l ɪ ŋ,11
symbolized,s ɪ m b ə l aɪ z d,11
taxation,t æ k s eɪ ʃ ə n,11
taxpayer,t æ k s p eɪ ɝ,11
teaches,t i tʃ ə z,11
tear,t ɛ ɹ,11
tender,t ɛ n d ɝ,11
testified,t ɛ s t ə f aɪ d,11
theaters,θ i ə t ɝ z,11
thirteen,θ ɝ t i n,11
thoughtful,θ ɔ t f ə l,11
threaten,θ ɹ ɛ t ə n,11
tide,t aɪ d,11
timing,t aɪ m ɪ ŋ,11
timothy,t ɪ m ə θ i,11
tomb,t u m,11
tony,t oʊ n i,11
towels,t aʊ ə l z,11
towering,t aʊ ɝ ɪ ŋ,11
toys,t ɔɪ z,11
trailer,t ɹ eɪ l ɝ,11
transfers,t ɹ æ n s f ɝ z,11
treating,t ɹ i t ɪ ŋ,11
treatments,t ɹ i t m ə n t s,11
trivial,t ɹ ɪ v i ə l,11
tropical,t ɹ ɑ p ɪ k ə l,11
trusted,t ɹ ʌ s t ɪ d,11
twisting,t w ɪ s t ɪ ŋ,11
tyranny,t ɪ ɹ ə n i,11
unanimously,j u n æ n ə m ə s l i,11
undergraduate,ʌ n d ɝ ɡ ɹ æ dʒ ə w ə t,11
underneath,ʌ n d ɝ n i θ,11
unexpectedly,ʌ n ɪ k s p ɛ k t ɪ d l i,11
unified,j u n ə f aɪ d,11
uniformity,j u n ə f ɔ ɹ m ə t i,11
unprecedented,ə n p ɹ ɛ s ɪ d ɛ n t ɪ d,11
unquestionably,ə n k w ɛ s tʃ ə n ə b l i,11
unusually,ə n j u ʒ ə w ə l i,11
usefulness,j u s f ə l n ə s,11
vacant,v eɪ k ə n t,11
varies,v ɛ ɹ i z,11
vases,v eɪ s ə z,11
venus,v i n ə s,11
vince,v ɪ n s,11
viola,v aɪ oʊ l ə,11
violin,v aɪ ə l ɪ n,11
vivian,v ɪ v i ə n,11
waist,w eɪ s t,11
waking,w eɪ k ɪ ŋ,11
walnut,w ɔ l n ʌ t,11
warn,w ɔ ɹ n,11
wart,w ɔ ɹ t,11
weights,w eɪ t s,11
wells,w ɛ l z,11
wholesome,h oʊ l s ə m,11
wilderness,w ɪ l d ɝ n ə s,11
willie,w ɪ l i,11
willingness,w ɪ l ɪ ŋ n ə s,11
winslow,w ɪ n z l oʊ,11
wired,w aɪ ɝ d,11
wonderfully,w ʌ n d ɝ f ə l i,11
ye,j i,11
youths,j u ð z,11
zone,z oʊ n,11
abandonment,ə b æ n d ə n m ə n t,10
abolition,æ b ə l ɪ ʃ ə n,10
accomplishments,ə k ɑ m p l ɪ ʃ m ə n t s,10
accuse,ə k j u z,10
acre,eɪ k ɝ,10
adaptation,æ d ə p t eɪ ʃ ə n,10
adds,æ d z,10
admirable,æ d m ɝ ə b ə l,10
admiration,æ d m ɝ eɪ ʃ ə n,10
admire,æ d m aɪ ɹ,10
ads,æ d z,10
aggression,ə ɡ ɹ ɛ ʃ ə n,10
akin,ə k ɪ n,10
alas,ə l æ s,10
alleged,ə l ɛ dʒ d,10
allotted,ə l ɑ t ɪ d,10
amazement,ə m eɪ z m ə n t,10
analyze,æ n ə l aɪ z,10
applicants,æ p l ɪ k ə n t s,10
argues,ɑ ɹ ɡ j u z,10
